SOLD DATE,ADDRESS,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
May-6-2020,8415 SE Schwind Cir,98664,699999,1,1,VANCOUVER: THE HEIGHTS (SW),100,15245,1960,106,7000,0,45.60192414,-122.5909825
April-15-2020,7607 SE Harney St,97206,229500,1,1,BRENTWOOD,504,5662,1949,127,455,0,45.463471,-122.585376
June-12-2020,7220 NE 33rd Dr,97211,265000,2,1,PORTLAND NORTHEAST,572,11761,1944,69,463,0,45.5754599,-122.6329566
May-27-2020,6804 SE 77th Ave,97206,250000,1,1,BRENTWOOD,577,5662,1927,85,433,0,45.4733822,-122.5837302
February-28-2020,3134 NE 76th Ave,97213,234600,1,1,ROSEWAY,600,4791,1914,174,391,0,45.5451345,-122.5846647
July-15-2020,6827 N Hudson St,97203,350000,2,1,ST JOHNS,603,4791,1927,36,580,0,45.589185,-122.7353869
July-30-2020,5036 SE Bybee Blvd,97206,235000,2,1,BRENTWOOD,604,4791,1924,21,389,0,45.4724245,-122.6112084
June-11-2020,6012 SE Bush St,97206,324900,2,1,FOSTER,624,4791,1949,70,521,0,45.4950056,-122.6013366
August-14-2020,10153 N Barr Ave,97203,325000,1,1,PORTLAND NORTH,640,4791,1907,6,508,0,45.599792,-122.749065
June-30-2020,7714 SE 65th Ave,97206,305000,2,1,PORTLAND SOUTHEAST,650,4791,1946,51,469,0,45.4678217,-122.5966355
July-24-2020,3807 SE 56th Ave,97206,325000,2,1,FOSTER,660,3920,1947,27,492,0,45.4953036,-122.6055404
August-5-2020,8817 N Dwight Ave,97203,375000,2,1,PORTSMOUTH,681,3484,1951,15,551,0,45.5862759,-122.7147397
June-22-2020,2726 SE 60th Ave,97206,425000,2,1,SOUTH TABOR,698,4356,1954,59,609,0,45.5029611,-122.6009487
May-27-2020,9234 N Allegheny Ave,97203,345000,2,1,ST JOHNS,704,4791,1954,85,490,0,45.5933162,-122.7449869
March-11-2020,7505 SE Carlton St,97206,315000,2,1,PORTLAND SOUTHEAST,704,4791,1951,162,447,0,45.4784091,-122.5857808
February-27-2020,9525 N Hodge Ave,97203,340000,2,1,PORTSMOUTH,720,4791,1953,175,472,0,45.5916135,-122.720266
March-10-2020,7734 N Bank St,97203,320000,2,1,PORTLAND NORTH,720,5227,1954,163,444,0,45.5978689,-122.7416824
July-31-2020,5729 SE 41st Ave,97202,415000,2,1,PORTLAND SOUTHEAST,720,3920,1916,20,576,0,45.4807924,-122.6208756
March-26-2020,6619 SE Woodstock Blvd,97206,290000,2,1,MT SCOTT,720,4791,1953,147,403,0,45.4793258,-122.595433
July-24-2020,9124 SE Alder St,97216,372000,2,1,MONTAVILLA,724,4791,1947,27,514,0,45.5173991,-122.5698033
April-6-2020,7866 SE 65th Ave,97206,250000,2,1,BRENTWOOD,725,4791,1953,136,345,0,45.4663965,-122.5966339
July-22-2020,6232 SE Ramona St,97206,375000,2,1,WOODSTOCK,726,4791,1951,29,517,0,45.4807654,-122.5987602
April-3-2020,9516 NE Gertz Cir,97211,245000,2,1,PORTLAND NORTHEAST,726,3049,1944,139,337,80,45.592386,-122.6664387
June-18-2020,5004 SE Tenino Dr,97206,270000,3,1,PORTLAND SOUTHEAST,728,4356,1942,63,371,0,45.465779,-122.6117308
May-21-2020,7317 SE Umatilla St,97206,300000,2,1,BRENTWOOD,738,5662,1965,91,407,0,45.4638419,-122.5881336
July-21-2020,4546 NE 77th Ave,97218,371000,2,1,BEDFORD PARK,750,4791,1951,30,495,0,45.5561558,-122.5836455
June-1-2020,8234 N Willamette Blvd,97203,347500,2,1,ST JOHNS,752,2613,1950,80,462,0,45.5865015,-122.7535974
July-13-2020,4834 NE Prescott St,97218,385000,2,1,PORTLAND NORTHEAST,752,8712,1943,38,512,0,45.5553276,-122.6128535
April-24-2020,6816 N New York Ave,97203,250000,2,1,PORTLAND NORTH,756,4791,1919,118,331,0,45.5903217,-122.7607025
July-13-2020,7350 SE 68th Ave,97206,349000,2,1,PORTLAND SOUTHEAST,760,4791,1942,38,459,0,45.4697293,-122.59301
July-24-2020,9406 NE Gertz Ct,97211,250500,3,1,PORTLAND NORTHEAST,760,3484,1944,27,330,80,45.5915338,-122.6654699
June-30-2020,9216 SE Yamhill St,97216,310000,2,1,MONTAVILLA,764,6098,1948,51,406,0,45.5159393,-122.5687167
August-6-2020,6317 N Wilbur Ave,97217,405000,2,1,PORTLAND NORTH,768,4791,1951,14,527,0,45.5684743,-122.693811
April-6-2020,4806 SE 45th Ave,97206,382000,2,1,PORTLAND SOUTHEAST,768,4791,1948,136,497,0,45.4877819,-122.6156121
April-8-2020,4806 SE Glenwood St,97206,320500,2,1,WOODSTOCK,768,4356,1933,134,417,0,45.4742551,-122.6132152
May-26-2020,5232 NE 31st Ave,97211,404000,2,1,ALBERTA,768,4791,1952,86,526,0,45.5608439,-122.6335516
June-24-2020,4706 NE 78th Pl,97218,360000,2,1,PORTLAND NORTHEAST,774,5227,1951,57,465,0,45.5574265,-122.5817267
March-31-2020,804 SE 117th Ave,97216,293900,2,1,MILL PARK,777,2613,1945,142,378,0,45.516701,-122.54266
April-10-2020,6911 N Mears St,97203,306000,2,1,ST JOHNS,780,4791,1951,132,392,0,45.5947618,-122.7338264
June-5-2020,6114 SE Henderson St,97206,340000,2,1,BRENTWOOD,780,4791,1956,76,436,0,45.4691685,-122.600604
July-21-2020,5135 SE 63rd Ave,97206,371000,2,1,MT SCOTT,780,3920,1950,30,476,0,45.4856578,-122.5988623
August-14-2020,8923 SE Yamhill St,97216,341000,2,1,MONTAVILLA,784,3049,1944,6,435,0,45.5162815,-122.5716312
July-31-2020,8904 SE Yamhill St,97216,372000,2,1,PORTLAND SOUTHEAST,784,4356,1944,20,474,0,45.5159591,-122.5719978
July-7-2020,6025 N Burrage Ave,97217,385000,2,1,PORTLAND NORTH,784,4791,1949,44,491,0,45.5668088,-122.6948339
August-10-2020,624 SE 26th Ave,97214,418000,2,1,PORTLAND SOUTHEAST,784,4791,1950,10,533,0,45.5181503,-122.6387765
August-12-2020,9341 SE Salmon St,97216,308000,2,1,MONTAVILLA,786,6098,1949,8,392,0,45.5147102,-122.5666508
March-5-2020,2347 N Terry St,97217,295000,2,1,KENTON,790,1742,1910,168,373,0,45.5799799,-122.6911052
March-24-2020,4725 SE 49th Ave,97206,402500,2,1,WOODSTOCK,790,7405,1949,149,509,0,45.4880795,-122.6119227
August-14-2020,7348 SE Henry St,97206,337500,2,1,PORTLAND SOUTHEAST,792,5662,1950,6,426,0,45.4767237,-122.587012
April-3-2020,4725 N Depauw St,97203,355000,2,1,PORTSMOUTH,800,3484,1911,139,444,0,45.5776429,-122.7171713
July-10-2020,7305 N Saint Johns Ave,97203,375000,2,1,PORTLAND NORTH,800,3920,1947,41,469,0,45.5962305,-122.7616361
August-13-2020,8306 N Wayland Ave,97203,370000,2,1,PORTLAND NORTH,804,4791,1943,7,460,0,45.5833713,-122.711061
July-16-2020,6830 N Columbia Blvd,97203,303500,2,1,PORTLAND NORTH,806,5227,1979,35,377,0,45.5951695,-122.7330703
August-6-2020,7062 N Villard Ave,97217,412000,2,1,PORTLAND NORTH,806,4791,1949,14,511,0,45.5745364,-122.6972966
July-2-2020,8715 N Wayland Ave,97203,350000,2,1,PORTSMOUTH,816,5227,1950,49,429,0,45.5856143,-122.7115436
March-12-2020,9460 N Midway Ave,97203,300000,3,1,ST JOHNS,816,4791,1954,161,368,0,45.5930141,-122.7354206
July-31-2020,11604 SE Morrison St,97216,285000,2,1,PORTLAND SOUTHEAST,816,4791,1942,20,349,0,45.5166825,-122.5437153
February-28-2020,9011 N Drummond Ave,97217,375000,3,1,PORTLAND NORTH,816,4791,1955,174,460,0,45.5881521,-122.6996619
July-24-2020,7023 SE Knight St,97206,308500,2,1,PORTLAND SOUTHEAST,820,3920,1904,27,376,0,45.4804226,-122.590557
June-25-2020,8939 N Wall Ave,97203,380000,2,1,PORTLAND NORTH,822,4791,1955,56,462,0,45.5870086,-122.728481
July-7-2020,9416 NE Gertz Ct,97211,261000,3,1,SNOOZYS HOLLOW,822,5227,1944,44,318,80,45.5921936,-122.6649842
July-20-2020,3945 NE 72nd Ave,97213,380000,2,1,ROSEWAY,827,4356,1951,31,459,0,45.5517585,-122.5894322
March-27-2020,4628 SE 30th Ave,97202,380000,2,1,REED,827,4791,1955,146,459,0,45.4893336,-122.634079
March-25-2020,8755 N Wayland Ave,97203,384300,2,1,PORTLAND NORTH,830,4791,1950,148,463,0,45.5862001,-122.7115141
June-8-2020,8108 SE Clay St,97215,325000,2,1,MT TABOR,832,5227,1959,73,391,0,45.5113265,-122.57972
August-7-2020,4908 SE 59th Ave,97206,355000,2,1,PORTLAND SOUTHEAST,832,10454,1948,13,427,0,45.4870784,-122.6023782
June-18-2020,8567 N Burr Ave,97203,373000,2,1,ST JOHNS,836,4791,1950,63,446,0,45.5900241,-122.740752
July-15-2020,1148 SE 84th Ave,97216,291000,2,1.5,PORTLAND SOUTHEAST,840,4791,1960,36,346,0,45.5147606,-122.5769072
June-25-2020,5242 SE 42nd Ave,97206,405000,3,1,PORTLAND SOUTHEAST,840,4791,1951,56,482,0,45.4848553,-122.6192105
July-23-2020,2205 NE 80th Ave,97213,360000,2,1,PORTLAND NORTHEAST,844,6534,1950,28,427,0,45.5381968,-122.5811081
July-6-2020,705 NE 63rd Ave,97213,436000,2,1,NORTH TABOR,845,4791,1949,45,516,0,45.5278852,-122.5989114
July-15-2020,133 NE 53rd Ave,97213,477500,2,1,MT TABOR,847,4791,1951,36,564,0,45.5241354,-122.6090967
May-11-2020,8305 SE 74th Ave,97206,320000,2,1,PORTLAND SOUTHEAST,850,5662,1948,101,376,0,45.4635861,-122.5876827
July-28-2020,5616 SE Tolman St,97206,412000,2,1,WOODSTOCK,852,6534,1945,23,484,0,45.4773209,-122.6055863
April-6-2020,2637 N Farragut St,97217,396000,2,1,PORTLAND NORTH,856,4791,1949,136,463,0,45.5792847,-122.6944584
July-16-2020,9028 N Chautauqua Pl,97217,400000,3,1,PORTSMOUTH,858,7405,1970,35,466,0,45.5884509,-122.7075808
July-2-2020,8305 SE 75th Pl,97206,340000,3,1,PORTLAND SOUTHEAST,858,9147,1965,49,396,0,45.4637031,-122.5864181
July-14-2020,5418 NE 36th Ave,97211,416000,3,1,CONCORDIA,858,5662,1971,37,485,0,45.5622861,-122.6262833
August-6-2020,547 SE 113th Ave,97216,347000,2,1,MILL PARK,860,6098,1951,14,403,0,45.5182213,-122.547289
June-22-2020,3706 SE 67th Ave Unit B,97206,359900,2,1.5,FOSTER,861,861,2020,59,418,50,45.4955479,-122.5939814
June-25-2020,3724 SE 67th Ave Unit B,97206,354900,2,1.5,FOSTER,861,861,2020,56,412,50,45.4952309,-122.5939842
June-25-2020,3718 SE 67th Ave Unit B,97206,349900,2,1.5,FOSTER,861,861,2020,56,406,50,45.4953348,-122.5939833
June-26-2020,3712 SE 67th Ave Unit B,97206,367500,2,1.5,FOSTER,861,861,2020,55,427,50,45.4954413,-122.5939823
April-7-2020,7900 N Edison St,97203,389000,2,1,CATHEDRAL PARK,864,4791,1951,135,450,0,45.5846229,-122.7503798
March-13-2020,4836 N Houghton St,97203,349000,2,1,PORTSMOUTH,864,3049,1970,160,404,0,45.5864613,-122.717111
July-23-2020,8541 SE Taylor St,97216,410000,2,1,MONTAVILLA,864,4791,1947,28,475,0,45.5156492,-122.5752823
April-1-2020,5703 SE Lambert St,97206,315000,2,1,PORTLAND SOUTHEAST,864,5662,1923,141,365,0,45.467429,-122.6045683
June-18-2020,5829 SE Lambert St,97206,315000,2,1,PORTLAND SOUTHEAST,870,2613,1999,63,362,0,45.4674931,-122.6033416
March-2-2020,631 NE Stafford St,97211,385000,3,1,DEKUM TRIANGLE,873,4791,1960,171,441,0,45.5766913,-122.6585276
March-13-2020,8308 SE Hawthorne Blvd,97216,294000,2,1.5,PORTLAND SOUTHEAST,878,4791,1912,160,335,0,45.5118218,-122.5777517
August-3-2020,5580 SE Cooper St Unit B,97206,394250,2,1.5,WOODSTOCK,878,878,2020,17,449,83,45.4733267,-122.6057865
April-14-2020,3722 NE 67th Ave,97213,360500,1,1,ROSEWAY,880,3484,1925,128,410,0,45.5500561,-122.5939873
July-1-2020,6922 SE Woodstock Blvd,97206,333000,2,1,WOODSTOCK,880,3049,1909,50,378,0,45.4793567,-122.5912278
March-24-2020,7910 N Edison St,97203,431000,3,1,CATHEDRAL PARK,884,4791,1962,149,488,0,45.5846941,-122.7505424
March-6-2020,6617 SE 65th Ave,97206,313000,2,1,PORTLAND SOUTHEAST,884,6098,1961,167,354,0,45.4746361,-122.5963679
June-10-2020,5530 NE 35th Ave,97211,415000,2,1,CONCORDIA,884,4791,1950,71,469,0,45.5632337,-122.6283659
June-11-2020,6839 SE 47th Ave,97206,375000,2,1,WOODSTOCK,886,10018,1923,70,423,0,45.4733376,-122.6148005
March-20-2020,5130 N Willis Blvd,97203,375000,3,1,PORTSMOUTH,888,3920,1962,153,422,0,45.5839348,-122.7201386
June-17-2020,7911 SE Henry Pl,97206,300000,2,1,PORTLAND SOUTHEAST,888,4791,1913,64,338,0,45.4764109,-122.5822447
March-31-2020,712 SE 42nd Ave,97215,446000,2,1,SUNNYSIDE,889,2613,1917,142,502,0,45.5176573,-122.6193313
June-24-2020,11546 SE Yamhill St,97216,295000,2,1,PORTLAND SOUTHEAST,896,4791,1949,57,329,0,45.5160099,-122.544183
May-22-2020,4427 NE 71st Ave,97218,354900,2,1,ROSEWAY,896,4791,1949,90,396,0,45.5551854,-122.5904128
July-31-2020,5515 SE 62nd Ave,97206,424550,2,1,WOODSTOCK,898,6098,1951,20,473,0,45.4827629,-122.5998296
July-24-2020,5101 SE Malden Dr,97206,380000,3,1.5,BRENTWOOD,899,4356,1930,27,423,0,45.465837,-122.6107921
August-5-2020,11834 SE Ash St,97216,262000,2,1,VENTURA PARK,900,6534,1954,15,291,0,45.5209062,-122.5409001
May-6-2020,303 NE 45th Ave,97213,415000,2,1,LAURELHURST,900,4791,1920,106,461,0,45.525335,-122.6164241
April-6-2020,8032 SE Rhone St,97206,310000,2,1,PORTLAND SOUTHEAST,900,6534,1952,136,344,0,45.4953175,-122.5799385
July-9-2020,6519 SE Harold St,97206,420000,3,1,MT SCOTT,904,6969,1954,42,465,0,45.483212,-122.5963707
July-24-2020,6338 SE Raymond St,97206,280000,1,2,MT SCOTT,904,3920,1922,27,310,0,45.4865604,-122.5979648
March-9-2020,7141 N Campbell Ave,97217,309000,1,1,ARBOR LODGE,906,2613,1923,164,341,0,45.5750064,-122.6865325
April-3-2020,4924 SE Tolman St,97206,389500,3,1,PORTLAND SOUTHEAST,910,4791,1964,139,428,0,45.4768001,-122.6118018
May-7-2020,4034 N Attu St,97203,330000,3,1,PORTLAND NORTH,912,4791,1981,105,362,0,45.5898303,-122.7089264
July-10-2020,3435 NE 66th Ave,97213,325000,2,1,PORTLAND NORTHEAST,912,4791,1921,41,356,0,45.5479828,-122.5955876
June-4-2020,4254 SE Morrison St,97215,400000,2,1,SUNNYSIDE,912,4791,1917,77,439,0,45.5169773,-122.6184075
March-19-2020,5725 SE Tenino St,97206,310000,3,1,DARLINGTON,913,4791,1922,154,340,0,45.464662,-122.6041761
March-20-2020,6936 SE 68th Ave,97206,370000,2,1,WOODSTOCK,915,4356,1981,153,404,0,45.4723442,-122.5930122
July-1-2020,7225 SE Tenino St,97206,299900,3,1,PORTLAND SOUTHEAST,916,5662,1953,50,327,0,45.4645049,-122.5887868
July-29-2020,7913 N Jersey St,97203,372000,2,1,ST JOHNS,918,4791,1919,22,405,0,45.58817,-122.7481847
March-3-2020,9130 SE Stephens St,97216,335000,2,1,MONTAVILLA,918,6534,1954,170,365,0,45.509171,-122.5693394
April-16-2020,7241 SE Carlton St,97206,360000,2,1,MT SCOTT,920,5662,1951,126,391,0,45.478434,-122.5882087
June-1-2020,8111 SE 64th Ave,97206,325000,3,1,PORTLAND SOUTHEAST,926,4356,1930,80,351,0,45.4646831,-122.5978549
August-13-2020,9310 N Chase Ave,97217,358000,3,1,KENTON,928,5227,1954,7,386,0,45.5902713,-122.7040898
August-7-2020,9224 N Chase Ave,97217,343000,3,1,KENTON,928,4791,1955,13,370,0,45.589645,-122.7040851
April-20-2020,3616 NE 75th Ave,97213,329000,1,2,PORTLAND NORTHEAST,929,2613,1925,122,354,0,45.5491236,-122.5856202
June-26-2020,3800 SE 72nd Ave,97206,428500,2,1,MCLEES SUB,929,4356,1912,55,461,0,45.4948761,-122.5888031
August-6-2020,5105 SE 51st Ave,97206,415000,2,1,WOODSTOCK,929,5662,1951,14,447,0,45.4860431,-122.6107499
May-22-2020,7660 SE Henderson St,97206,279000,2,1,PORTLAND SOUTHEAST,935,13939,1946,90,298,0,45.4698415,-122.5841541
May-20-2020,10110 N Macrum Ave,97203,345000,3,1.5,EAST ST JOHNS,936,4791,1960,92,369,0,45.5962889,-122.7300991
July-10-2020,8927 N Geneva Ave,97203,377000,3,1.5,PORTLAND NORTH,936,4356,1955,41,403,0,45.5868912,-122.7274622
June-19-2020,1501 SE 117th Ave,97216,299000,2,1,PORTLAND SOUTHEAST,936,6534,1950,62,319,0,45.5127418,-122.5430707
February-27-2020,1526 SE 86th Ave,97216,385000,3,1.5,MONTAVILLA,936,4791,1959,175,411,0,45.5118386,-122.5748713
August-11-2020,3354 NE 74th Ave,97213,395000,2,2,ROSEWAY,936,4791,1921,9,422,0,45.5472029,-122.5865831
June-4-2020,7930 SE 79th Ave,97206,305500,3,1,PORTLAND SOUTHEAST,936,8276,1956,77,326,0,45.4658959,-122.5820268
June-4-2020,551 N Marine Dr,97217,301000,2,1,BRIDGETON,937,6098,1944,77,321,0,45.6024427,-122.6716649
June-1-2020,8130 SE 75th Pl,97206,327000,3,1,PORTLAND SOUTHEAST,946,8712,1966,80,346,0,45.464538,-122.5858591
May-1-2020,4038 SE 73rd Ave,97206,357100,2,1,PORTLAND SOUTHEAST,948,7405,1906,111,377,0,45.4931488,-122.5874967
August-14-2020,6855 N Hudson St,97203,412000,3,1,PORTLAND NORTH,952,6098,1954,6,433,0,45.5893146,-122.7357847
April-3-2020,8201 N Swenson St,97203,405000,3,1,ST JOHNS,952,8712,1955,139,425,0,45.5989553,-122.7457661
March-24-2020,7415 N Leonard St,97203,275000,2,1,ST JOHNS,953,4791,1919,149,289,0,45.5888493,-122.7427091
April-4-2020,7720 SE 45th Ave,97206,250000,2,1,PORTLAND SOUTHEAST,954,5662,1950,138,262,0,45.4673926,-122.6156825
July-6-2020,10020 N Mohawk Ave,97203,369900,3,1,ST JOHNS,960,4791,1958,45,385,0,45.597424,-122.7440275
August-6-2020,11531 SE Washington St,97216,318000,2,1,VENTURA PARK,960,4791,1955,14,331,0,45.5184602,-122.5444812
July-15-2020,1815 N Prescott St,97217,419900,2,1,OVERLOOK,960,4356,1948,36,437,0,45.5555979,-122.6862123
June-30-2020,3823 SE Lexington St,97202,410000,3,2,EASTMORELAND,960,4791,1951,51,427,0,45.4665453,-122.6229476
May-6-2020,6700 SE 63rd Ave,97206,339000,3,1,PORTLAND SOUTHEAST,960,5662,1955,106,353,0,45.4741546,-122.5978744
May-8-2020,6631 SE 48th Ave,97206,395000,3,1,WOODSTOCK,960,6098,1976,104,411,0,45.4747822,-122.6137482
March-16-2020,7047 NE Rodney Ct,97211,380000,3,1,PORTLAND NORTHEAST,960,6534,1973,157,396,0,45.5740345,-122.6646355
April-9-2020,6805 N Seneca St,97203,375000,3,1,ST JOHNS,966,4791,1954,133,388,0,45.5917546,-122.7334453
July-2-2020,9105 SE Morrison St,97216,370000,3,1,MONTAVILLA,966,4791,1947,49,383,0,45.5170315,-122.570183
February-28-2020,3227 NE 79th Ave,97213,319000,2,1,ROSEWAY,968,5662,1912,174,330,0,45.5458428,-122.5822227
July-15-2020,1551 N Webster St,97217,440000,2,1,OVERLOOK,972,4791,1925,36,453,0,45.5599979,-122.6834273
June-10-2020,1336 SE Marion St,97202,375000,2,1,PORTLAND SOUTHEAST,972,4791,1906,71,386,0,45.4598437,-122.6521765
March-10-2020,6655 SE 70th Ave,97206,345000,2,2,BRENTWOOD,973,4791,1972,163,355,0,45.4742528,-122.591598
July-29-2020,7237 N Fessenden St,97203,377500,3,1,ST JOHNS,976,4356,1954,22,387,0,45.5943643,-122.7380106
February-27-2020,8947 N Curtis Ave,97217,385100,3,1,KENTON,976,4791,1955,175,395,0,45.5877534,-122.6987235
March-3-2020,9015 N Peninsular Ave,97217,347000,3,1,KENTON,980,8276,1970,170,354,0,45.5880213,-122.6975038
June-30-2020,6303 SE 61st Ave,97206,330000,2,1,PORTLAND SOUTHEAST,980,4791,1924,51,337,0,45.4772245,-122.6012354
April-20-2020,7222 N Leonard St,97203,351000,2,1,PORTLAND NORTH,982,3920,1923,122,357,0,45.5881242,-122.7411538
June-11-2020,7325 SE Insley St,97206,369000,2,1,PORTLAND SOUTHEAST,984,4791,1907,70,375,0,45.4839313,-122.5873147
July-9-2020,8005 SE Tolman St,97206,365500,3,1,MT SCOTT,984,4356,1965,42,371,0,45.477817,-122.5814075
April-17-2020,6532 SE 44th Ave,97206,415000,3,1,WOODSTOCK,989,4791,1971,125,420,0,45.4753656,-122.6171843
April-27-2020,1308 SE 93rd Ave,97216,375000,3,1,PORTLAND SOUTHEAST,990,6969,1956,115,379,0,45.5132254,-122.5674432
May-15-2020,6641 SE 67th Ave,97206,342750,3,1,BRENTWOOD,990,4791,1960,97,346,0,45.4743325,-122.5944939
March-30-2020,1620 NE 65th Ave,97213,430000,2,1,ROSE CITY,996,5227,1950,143,432,0,45.5346111,-122.5964105
August-18-2020,5432 SE Cooper St,97206,419000,3,1,PORTLAND SOUTHEAST,996,6969,1942,2,421,0,45.4733951,-122.6066661
May-8-2020,7212 N Macrum Ave,97203,399000,2,2,PORTLAND NORTH,998,2613,2016,104,400,0,45.5833537,-122.7353428
July-13-2020,510 NE Holman St,97211,425000,2,1,GREEN RDG,1000,6098,1951,38,425,0,45.5681264,-122.6601193
May-14-2020,7128 NE Emerson St,97218,330000,3,1,CULLY,1000,8712,1976,98,330,0,45.5610805,-122.5895881
March-16-2020,8225 SE Morrison St,97216,364000,4,2,PORTLAND SOUTHEAST,1003,5227,1963,157,363,0,45.5171098,-122.5784232
March-18-2020,1563 SE 85th Ave,97216,399900,2,1.5,PORTLAND SOUTHEAST,1008,4791,1987,155,397,0,45.5112957,-122.5764425
June-26-2020,7515 SE Madison St,97215,491000,3,1,MT TABOR,1008,4791,1983,55,487,0,45.5132207,-122.5858403
June-26-2020,6100 SE Nehalem St,97206,335000,3,1.5,BRENTWOOD,1008,4356,1969,55,332,0,45.4656956,-122.6008475
July-6-2020,5436 SE Malden St,97206,365000,3,1,PORTLAND SOUTHEAST,1008,4791,1964,45,362,0,45.4677262,-122.606558
March-20-2020,7235 SE 57th Ave,97206,318000,3,2,BRENTWOOD,1008,4791,1995,153,315,0,45.4707064,-122.6050652
March-11-2020,3804 SE 27th Ave,97202,456000,3,1,PORTLAND SOUTHEAST,1010,4791,1951,162,451,0,45.4953531,-122.6383774
June-22-2020,3836 NE Emerson St,97211,470000,2,1,CONCORDIA,1011,4791,1951,59,465,0,45.5611762,-122.6237448
July-15-2020,5515 SE 54th Ave,97206,420000,3,1,WOODSTOCK,1012,3920,1959,36,415,0,45.4827601,-122.6075394
June-12-2020,6124 SW 32nd Ave,97239,394000,3,1,HILLSDALE,1013,4791,1925,69,389,0,45.4792749,-122.709259
April-6-2020,5524 SE Steele St,97206,390000,3,1,WOODSTOCK,1018,4356,1969,136,383,0,45.4844107,-122.6059714
July-31-2020,4817 SE 66th Ave,97206,268000,3,1,PORTLAND SOUTHEAST,1018,3920,1905,20,263,0,45.4881796,-122.5950822
May-15-2020,2810 NE 70th Ave,97213,378000,2,1.5,ROSE CITY,1020,3920,1974,97,371,0,45.5428367,-122.589573
August-14-2020,5833 N Montana Ave,97217,425000,2,1,PORTLAND NORTH,1020,5000,1910,6,417,0,45.5653555,-122.6804146
March-10-2020,5424 SE 64th Ave,97206,347500,2,1,MT SCOTT,1020,8712,1928,163,341,0,45.4833817,-122.5973484
March-4-2020,2340 N Winchell St,97217,405000,3,1.5,KENTON,1028,1742,1910,169,394,0,45.5800882,-122.69096
August-13-2020,955 NE 79th Ave,97213,410000,3,2,PORTLAND NORTHEAST,1029,5000,1912,7,398,0,45.5300298,-122.5823357
August-10-2020,3916 SE 44th Ave,97206,364900,1,1,PORTLAND SOUTHEAST,1030,4791,1949,10,354,0,45.4946022,-122.6171032
April-20-2020,8923 N Drummond Ave,97217,379370,3,1,PORTLAND NORTH,1032,7405,1955,122,368,0,45.5877427,-122.699687
April-10-2020,6125 SE Lambert St,97206,367000,3,1,PORTLAND SOUTHEAST,1032,4791,1967,132,356,0,45.4674411,-122.6003926
June-12-2020,2848 SE Tacoma St,97202,399000,3,2,SELLWOOD,1035,11761,1979,69,386,0,45.4633334,-122.6339439
May-22-2020,7626 N Fessenden St,97203,402000,3,2,PORTLAND NORTH,1040,4356,1953,90,387,0,45.59486,-122.7418499
July-8-2020,7950 SE Mitchell St,97206,290000,2,1.5,PORTLAND SOUTHEAST,1044,871,2015,43,278,0,45.4850979,-122.5811066
April-22-2020,4570 NE 36th Ave,97211,455000,2,1,BEAUMONT,1044,6534,1948,120,436,0,45.5562311,-122.6263491
May-11-2020,8530 N Ida Ave,97203,394000,3,1.5,ST JOHNS,1048,4791,1962,101,376,0,45.5886642,-122.7372957
May-14-2020,1226 SE 86th Ave,97216,355000,2,1,MONTAVILLA,1048,4791,1951,98,339,0,45.5139065,-122.5748247
June-24-2020,11832 SE Main St,97216,327250,3,1,PORTLAND SOUTHEAST,1050,10018,1954,57,312,0,45.5140175,-122.5408087
June-15-2020,1615 N Winchell St,97217,386000,3,2,PORTLAND NORTH,1050,4791,1978,66,368,0,45.5804677,-122.6833298
March-20-2020,1513 SE Ogden St,97202,485000,2,1,PORTLAND SOUTHEAST,1050,5227,1964,153,462,0,45.4724449,-122.6505386
April-30-2020,6915 NE Going St,97218,477000,2,1.5,PORTLAND NORTHEAST,1050,20037,1958,112,454,0,45.5571773,-122.5918969
June-1-2020,5931 SE Mitchell St,97206,322000,2,1,GRAHAMS ADD,1051,5227,1912,80,306,0,45.4856245,-122.6019511
April-24-2020,3155 SE 80th Ave,97206,350000,2,1,PORTLAND SOUTHEAST,1055,5662,1949,118,332,0,45.4993463,-122.5811081
May-19-2020,8335 N Hartman St,97203,255000,2,1,ST JOHNS,1056,4791,1949,93,241,0,45.5986996,-122.7477145
July-24-2020,10023 N Burr Ave,97203,260000,3,1,ST JOHNS,1056,4791,1964,27,246,0,45.5959763,-122.7377362
May-21-2020,5826 N Burrage Ave,97217,400000,3,2,OVERLOOK,1056,4791,1981,91,379,0,45.5655079,-122.6941758
July-29-2020,6601 SE Ramona St,97206,465000,3,2,MT SCOTT,1056,4791,1971,22,440,0,45.4812055,-122.5957147
July-29-2020,1147 SE Umatilla St,97202,420000,2,1,SELLWOOD,1057,3920,1905,22,397,0,45.463078,-122.6538975
April-28-2020,5915 SE 67th Ave,97206,365000,3,1,MT SCOTT,1058,4791,1904,114,345,0,45.4796762,-122.5946254
July-31-2020,11525 SE Sherman Ct,97216,385000,3,1,PORTLAND SOUTHEAST,1060,7405,1957,20,363,0,45.5057478,-122.5443102
March-23-2020,2447 N Watts St,97217,451000,3,1,KENTON,1060,5662,1954,150,425,0,45.5811213,-122.6921976
July-9-2020,5950 SE Tibbetts St,97206,430000,2,1,SOUTH TABOR,1062,6098,1953,42,405,0,45.500053,-122.6005734
