SOLD DATE,ADDRESS,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
March-13-2020,2914 NE 60th Ave,97213,530000,3,2.5,ROSE CITY,2087,3920,1924,160,254,0,45.5439635,-122.601218
February-28-2020,3131 NE 57th Ave,97213,445000,4,2,ROSE CITY,2088,3920,1918,174,213,0,45.5458485,-122.6048344
May-29-2020,3621 SE 50th Ave,97206,395000,2,1,CRESTON,2088,3920,1925,83,189,0,45.4964834,-122.6118643
June-26-2020,2924 NE Klickitat St,97212,537678,3,2,ALAMEDA,2088,3920,1923,55,258,0,45.5465285,-122.6353405
April-16-2020,3008 SW Sunset Blvd,97239,555000,2,2,HILLSDALE,2088,7840,1941,126,266,0,45.4885384,-122.7080397
June-3-2020,3406 NE Rosa Parks Way,97211,345000,2,1,OREGON HEIGHTS,2088,4791,1948,78,165,0,45.5698412,-122.6293079
June-26-2020,2315 SE 38th Ave,97214,604000,4,2,DIVISION,2090,4791,1943,55,289,0,45.505887,-122.6241854
April-20-2020,6015 SE Center St,97206,540000,5,3,PORTLAND SOUTHEAST,2091,4791,2011,122,258,0,45.493972,-122.6013593
June-4-2020,1309 SE 40th Ave,97214,640000,3,1.5,SUNNYSIDE,2091,4356,1909,77,306,0,45.5133809,-122.6217203
August-7-2020,2814 SE Market St,97214,770000,3,2,COLONIAL HEIGHTS,2094,5227,1926,13,368,0,45.5102826,-122.6367581
June-18-2020,10014 N Buchanan Ave,97203,452600,3,2,ST JOHNS,2096,4791,1927,63,216,0,45.5961675,-122.7391916
July-21-2020,3631 SE Lambert St,97202,575000,4,2,PORTLAND SOUTHEAST,2096,4791,1951,30,274,0,45.4672528,-122.6254811
July-29-2020,6409 NE Roselawn St,97218,408000,2,1,CULLY,2096,6098,1949,22,195,0,45.5607574,-122.5969013
July-20-2020,8410 N Swenson St,97203,450000,3,2.5,ST JOHNS,2097,5662,1907,31,215,0,45.5992824,-122.7484643
July-29-2020,4119 SW Fairvale Dr,97221,467000,3,2,HAYHURST,2099,9583,1947,22,222,0,45.4846688,-122.7200901
July-15-2020,7936 N Woolsey Ave,97203,490000,3,2,PORTSMOUTH,2100,4791,1914,36,233,0,45.5813755,-122.7132063
April-30-2020,8028 N Willamette Blvd,97203,415000,3,1,CATHEDRAL PARK,2100,6098,1953,112,198,0,45.5858106,-122.7515522
April-10-2020,3634 SE 72nd Ave,97206,429000,3,2,FOSTER,2100,6534,1923,132,204,0,45.4956998,-122.5887947
July-21-2020,7014 N Vancouver Ave,97217,420000,4,1.5,PIEDMONT,2100,4791,1947,30,200,0,45.5736176,-122.6685035
April-30-2020,2107 SE Hemlock Ave,97214,700000,3,2,PORTLAND SOUTHEAST,2100,4356,1926,112,333,0,45.5078041,-122.6465505
May-4-2020,6716 SE 17th Ave,97202,610000,3,2.5,WESTMORELAND,2102,4791,1924,108,290,0,45.4748755,-122.6475639
July-15-2020,2121 SE 114th Pl,97216,490000,3,2,PORTLAND SOUTHEAST,2104,7840,1960,36,233,0,45.5074569,-122.5456434
June-8-2020,1032 NE 77th Ave,97213,435000,3,1,MONTAVILLA,2104,4791,1944,73,207,0,45.5303912,-122.5836477
August-6-2020,1533 SE 54th Ave,97215,627000,3,2,MT TABOR,2104,6969,1980,14,298,0,45.5113738,-122.6081897
August-13-2020,2806 NE Ainsworth St,97211,557000,2,1,CONCORDIA,2104,5662,1924,7,265,0,45.5660759,-122.6368307
June-22-2020,4754 NE Wasco St,97213,525000,3,1,LAURELHURST,2105,5662,1928,59,249,0,45.5316345,-122.614071
April-2-2020,3705 SE 13th Ave,97202,632000,3,2,BROOKLYN,2106,3049,1908,140,300,0,45.495941,-122.6525869
April-24-2020,4305 SE Raymond St,97206,515000,3,2,WOODSTOCK,2106,4791,1937,118,245,0,45.4868547,-122.6174516
June-11-2020,3577 SE Woodward St,97202,649000,4,2,WAVERLEIGH HEIGHTS,2107,3049,1914,70,308,0,45.5021236,-122.626609
May-19-2020,6104 N Villard Ave,97217,489000,3,1,ARBOR LODGE,2108,4791,1947,93,232,0,45.5670854,-122.6973379
May-21-2020,3907 SE 28th Ave,97202,555000,3,2.5,CRESTON,2109,2613,2014,91,263,0,45.494655,-122.6379085
May-27-2020,3730 SE Madison St,97214,486000,3,1.5,SUNNYSIDE,2109,3484,1906,85,230,0,45.5127091,-122.6251992
June-5-2020,6414 NE 26th Ave,97211,435000,2,1,IRVINGTON,2109,4791,1942,76,206,0,45.5694335,-122.6389328
July-23-2020,4826 NE Mason St,97218,670000,4,3,CULLY,2110,5227,1953,28,318,0,45.5526563,-122.6129795
August-7-2020,6029 SE 43rd Ave,97206,510000,4,2,WOODSTOCK,2110,4791,1924,13,242,0,45.4785935,-122.6187684
June-26-2020,3440 N Willis Blvd,97217,617000,3,2.5,PORTLAND NORTH,2111,4356,2013,55,292,0,45.5837861,-122.702483
July-9-2020,8907 SE Stephens St,97035,445000,4,2,PORTLAND SOUTHEAST,2112,6534,1953,42,211,0,45.5095512,-122.5718774
May-22-2020,414 NE 71st Ave,97213,449900,3,1,PORTLAND NORTHEAST,2112,4791,1908,90,213,0,45.525903,-122.5895944
May-22-2020,504 SW Bancroft St,97239,700000,3,2,HOMESTEAD,2112,6098,1911,90,331,0,45.4922456,-122.6833022
April-24-2020,6122 SE 47th Ave,97206,508000,3,1.5,WOODSTOCK,2112,4791,1912,118,241,0,45.4780051,-122.6141932
July-17-2020,3532 N Winchell St,97217,640000,4,2.5,KENTON,2113,5662,2018,34,303,0,45.5804744,-122.703448
April-10-2020,4633 NE Halsey St,97213,443500,2,1,HOLLYWOOD,2114,4791,1922,132,210,0,45.5339286,-122.6153775
July-15-2020,2225 NE 52nd Ave,97213,612000,4,2,PORTLAND NORTHEAST,2114,4791,1910,36,289,0,45.5387471,-122.6102053
June-26-2020,4624 SE Windsor Ct,97206,540000,3,1,RICHMOND,2116,4356,1941,55,255,0,45.5045511,-122.6147551
August-14-2020,6414 N Vancouver Ave,97217,470000,3,2,PIEDMONT,2117,5227,1925,6,222,0,45.5692531,-122.6685147
May-20-2020,2179 NW Hoyt St,97210,596500,3,1,RALEIGH HILLS,2119,1742,1902,92,282,0,45.5271653,-122.6961376
July-22-2020,9408 N Edison St,97203,490000,2,2.5,CATHEDRAL PARK,2120,4791,1919,29,231,0,45.5928105,-122.7626964
May-29-2020,2421 SE 85th Ave,97216,366600,3,1,PORTLAND SOUTHEAST,2120,4791,1929,83,173,0,45.5055111,-122.575914
July-8-2020,3014 SW Iowa St,97239,585000,3,2.5,HILLSDALE,2120,4791,1925,43,276,0,45.47951,-122.7081429
July-1-2020,3849 SE Taylor St,97214,627800,3,1.5,SUNNYSIDE,2120,3484,1907,50,296,0,45.5151754,-122.6235574
May-11-2020,2454 NE 58th Ave,97213,545000,3,2,ROSE CITY,2121,4791,1924,101,257,0,45.5407855,-122.6033174
April-24-2020,1803 NE 79th Ave,97213,467000,3,2,MADISON SOUTH,2121,6969,1948,118,220,0,45.5358425,-122.5824012
July-13-2020,1761 NE 60th Ave,97213,649000,4,2.5,ROSE CITY,2121,3920,2020,38,306,0,45.535681,-122.601908
March-25-2020,1747 NE 60th Ave,97213,680000,4,2.5,ROSE CITY,2121,3920,2020,148,321,0,45.535576,-122.60191
April-13-2020,8781 N Wilbur Ave,97217,560000,4,2.5,KENTON,2121,4791,2020,129,264,0,45.5861613,-122.6944608
August-5-2020,1710 SE 56th Ave,97215,530000,2,1,PORTLAND SOUTHEAST,2122,4791,1913,15,250,0,45.5105093,-122.6052423
July-31-2020,220 N Blandena St,97217,509000,2,1,MISSISSIPI,2123,3920,1910,20,240,0,45.556715,-122.6686192
June-5-2020,9027 N Smith St,97203,469000,4,2,ST JOHNS,2124,4791,1910,76,221,0,45.5949218,-122.7526744
July-2-2020,9101 N Charleston Ave,97203,496000,3,2,ST JOHNS,2125,5227,1954,49,233,0,45.5931092,-122.7499862
April-7-2020,5833 NE Halsey St,97213,387000,2,1.5,ROSE CITY,2125,4791,1930,135,182,0,45.5338925,-122.6032848
April-10-2020,236 NE 79th Ave,97213,400000,2,1,PORTLAND NORTHEAST,2128,3484,1907,132,188,0,45.524444,-122.5822055
July-14-2020,4321 SE 47th Ave,97206,489500,2,1,LENOX,2128,4791,1910,37,230,0,45.491534,-122.6141494
March-18-2020,5607 SE Oak St,97215,555000,3,2.5,PORTLAND SOUTHEAST,2128,2613,2008,155,261,0,45.5201802,-122.6056648
May-18-2020,3027 SE Main St,97214,630000,3,2,SUNNYSIDE,2128,2613,1907,94,296,0,45.513759,-122.6341432
May-15-2020,6511 N Burrage Ave,97217,570000,4,3,ARBOR LODGE,2130,4791,1924,97,268,0,45.5702187,-122.6947542
June-26-2020,3516 SE Grant St,97214,625000,3,2,HAWTHORNE,2131,3484,1908,55,293,0,45.5071464,-122.6282067
March-11-2020,1518 N Webster St,97217,509500,4,2,PORTLAND NORTH,2132,3484,1915,162,239,0,45.5596481,-122.6828186
March-6-2020,3025 SE Cesar E Chavez Blvd,97202,225000,3,1,RICHMOND,2132,3920,1926,167,106,0,45.500805,-122.622902
May-15-2020,3863 SE Salmon St,97214,530000,3,2,SUNNYSIDE,2133,2613,1919,97,248,0,45.5144738,-122.6232788
August-12-2020,6908 SE Cesar E Chavez Blvd,97202,525000,3,2,EASTMORELAND,2135,6969,1953,8,246,0,45.4731879,-122.6223229
April-24-2020,1940 SE 27th Ave,97214,503000,3,1,COLONIAL HEIGHTS,2135,4791,1925,118,236,0,45.5092021,-122.6382083
July-8-2020,3974 N Montana Ave,97227,440000,3,1,OVERLOOK,2136,3049,1926,43,206,0,45.5519705,-122.6795689
April-30-2020,5816 NE 29th Ave,97211,515000,3,1.5,CONCORDIA,2136,3920,1929,112,241,0,45.5647351,-122.6357517
July-24-2020,2015 N Webster St,97217,455000,3,1,OVERLOOK,2137,4791,1926,27,213,0,45.5599688,-122.6878461
August-17-2020,9740 SE Market St,97216,405000,4,2,CHERRY BLOSSOM PARK,2140,7405,1954,3,189,0,45.5107556,-122.562448
August-11-2020,5326 NE Cesar E Chavez Blvd,97211,485000,4,1,PORTLAND NORTHEAST,2140,7405,1941,9,227,0,45.5617285,-122.6231753
May-1-2020,5927 SW 21st Ave,97239,560000,3,2.5,RALEIGH HILLS,2142,4791,1966,111,261,0,45.4805152,-122.6988697
June-30-2020,6725 SE 20th Ave,97202,630000,3,2,WESTMORELAND,2142,4791,1925,51,294,0,45.4749144,-122.6451353
April-29-2020,6803 SE Nehalem St,97206,395000,8,2,PORTLAND SOUTHEAST,2142,4791,1950,113,184,0,45.4656264,-122.5929789
May-27-2020,7225 SE 18th Ave,97202,620500,3,2,WESTMORELAND,2143,4356,1925,85,290,0,45.4723338,-122.6467848
May-1-2020,7020 NE Everett St,97213,669560,2,2,PORTLAND NORTHEAST,2145,10018,1922,111,312,0,45.5246902,-122.5909473
May-21-2020,2316 SE 52nd Ave,97215,630000,3,2,MT TABOR,2145,3484,1913,91,294,0,45.5063893,-122.6087514
August-10-2020,2244 SE Ladd Ave,97214,726000,3,2,LADDS ADDITION,2146,5227,1923,10,338,0,45.5064907,-122.646515
July-17-2020,590 NW Alpine Ter,97210,750000,2,2.5,RALEIGH HILLS,2147,9147,1966,34,349,0,45.5270021,-122.7104791
March-27-2020,4412 NE 18th Ave,97211,563000,3,2,SABIN,2147,4791,1909,146,262,0,45.5551748,-122.6469865
April-15-2020,1224 NE 52nd Ave,97213,575000,3,2,ROSE CITY,2148,5227,1928,127,268,0,45.5316213,-122.6098733
June-30-2020,1832 SE 52nd Ave,97215,560000,3,1,PORTLAND SOUTHEAST,2148,4356,1915,51,261,0,45.5096135,-122.6085574
March-23-2020,2555 NE 47th Ave,97213,659000,3,2,GRANT PARK,2150,5662,1924,150,307,0,45.541421,-122.6152402
March-27-2020,6732 SE Yamhill St,97215,595000,3,2,PORTLAND SOUTHEAST,2150,7840,1955,146,277,0,45.5159142,-122.5936034
May-27-2020,8078 SE 16th Ave,97202,825000,3,2.5,SELLWOOD,2150,2178,2016,85,384,0,45.4645986,-122.6487666
May-14-2020,7315 N Williams Ave,97217,460000,4,2,PIEDMONT,2152,4791,1943,98,214,0,45.5760656,-122.6670275
June-5-2020,5729 N Wilbur Ave,97217,635000,5,3,OVERLOOK,2153,4791,1912,76,295,0,45.565126,-122.6938275
April-28-2020,5734 NE 12th Ave,97211,535247,4,1,VERNON,2154,4791,1926,114,248,0,45.5644164,-122.6528002
June-8-2020,4210 NE 65th Ave,97218,499000,3,1,PORTLAND NORTHEAST,2154,4791,1926,73,232,0,45.55331,-122.5960231
May-1-2020,9036 N Syracuse St,97203,350000,3,1,PORTLAND NORTH,2155,3049,1900,111,162,0,45.5919014,-122.7592486
June-15-2020,2223 N Webster St,97217,525000,3,2,OVERLOOK,2155,4791,1928,66,244,0,45.5600064,-122.6906463
July-16-2020,3805 SE Henry St,97202,640000,4,3,EASTMORELAND,2155,4791,1928,35,297,0,45.476515,-122.6234685
May-5-2020,115 NE Mason St,97211,560000,2,1.5,PORTLAND NORTHEAST,2157,3484,1909,107,260,0,45.5534959,-122.6642597
June-18-2020,7728 N Decatur St,97203,575000,4,2.5,CATHEDRAL PARK,2158,3920,2013,63,266,0,45.5835258,-122.7493415
August-18-2020,9033 SE Mill St,97216,485000,3,2,MONTAVILLA,2160,5662,1952,2,225,0,45.5102296,-122.5702674
July-21-2020,803 NE 78th Ave,97213,563219,3,2,MONTAVILLA,2160,4791,1892,30,261,0,45.5285283,-122.5831782
June-24-2020,5812 NE 14th Ave,97211,605812,4,2,VERNON,2160,4791,1946,57,280,0,45.564715,-122.6508408
June-15-2020,7138 N Knowles Ave,97217,610000,3,2,ARBOR LODGE,2162,7405,1925,66,282,0,45.575204,-122.6990955
May-20-2020,9646 N Kellogg St,97203,540000,4,2.5,ST JOHNS,2164,4791,2020,92,250,0,45.5963424,-122.7599117
August-7-2020,1918 N Prescott St,97217,490000,3,1,PORTLAND NORTH,2164,4791,1907,13,226,0,45.5552331,-122.6870932
June-5-2020,6105 NE Garfield Ave,97211,555000,3,1,PIEDMONT,2164,4791,1941,76,256,0,45.5669958,-122.6628508
July-31-2020,1544 NE 46th Ave,97213,615000,3,2,HOLLYWOOD,2165,4356,1918,20,284,0,45.5344755,-122.6157232
August-4-2020,1533 NE 46th Ave,97213,620000,3,2,HOLLYWOOD,2165,4356,1910,16,286,0,45.5343259,-122.6162228
June-12-2020,562 N Blandena St,97217,685000,4,4,MISSISSIPI,2165,2613,2019,69,316,0,45.5567375,-122.6723081
March-9-2020,623 SE 34th Ave,97214,685000,3,2,SUNNYSIDE,2167,3484,1904,164,316,0,45.5181801,-122.6297965
May-5-2020,135 SE 79th Ave,97215,488000,3,1,MONTAVILLA,2168,2168,1940,107,225,0,45.5214488,-122.5826779
June-26-2020,3506 SE 9th Ave,97202,560000,4,3,PORTLAND SOUTHEAST,2168,4356,1908,55,258,0,45.4972619,-122.6566362
March-6-2020,6509 NE 32nd Way,97211,480000,4,2,PORTLAND NORTHEAST,2168,3920,1946,167,221,0,45.5704412,-122.6327017
May-22-2020,4050 N Michigan Ave,97227,485000,3,2,PORTLAND NORTH,2169,3920,1908,90,224,0,45.5528377,-122.6763513
August-13-2020,8024 SE 42nd Ave,97206,665000,4,3.5,WOODSTOCK,2171,2171,2020,7,306,0,45.465381,-122.6191585
March-30-2020,2720 SW English Ct,97201,815000,3,2,PORTLAND HEIGHTS,2172,8276,1942,143,375,0,45.5044794,-122.7102164
May-28-2020,5310 SE Insley St,97206,490380,3,2,WOODSTOCK,2172,8276,1957,84,226,0,45.4836518,-122.6078311
July-20-2020,7606 SE Lambert St,97206,390000,4,2,PORTLAND SOUTHEAST,2174,7405,1921,31,179,0,45.4666578,-122.5853874
May-14-2020,102 S Pendleton St,97239,725000,3,2.5,JOHNS LANDING,2175,7405,1994,98,333,0,45.48101,-122.677647
July-2-2020,5227 N Yale St,97203,509950,5,3,PORTSMOUTH,2176,7405,1922,49,234,0,45.5769598,-122.7258019
May-6-2020,6600 SE 57th Ave,97206,352000,3,1.5,PORTLAND SOUTHEAST,2178,3920,1927,106,162,0,45.4749671,-122.6045736
April-20-2020,4728 NE 24th Ave,97211,525000,2,1,ALBERTA,2178,2178,1909,122,241,0,45.5573534,-122.640697
July-17-2020,6036 NE 32nd Ave,97211,718000,3,3,CONCORDIA,2178,4791,1930,34,330,0,45.5669954,-122.6325452
August-7-2020,6400 NW Cornell Rd,97210,445000,4,2,RALEIGH HILLS,2180,88862,1936,13,204,0,45.5343558,-122.7442923
July-9-2020,4316 NE Wygant St,97218,590000,3,2,CULLY,2180,6098,1927,42,271,0,45.5572999,-122.6186399
April-20-2020,4002 SE Henderson St,97202,490000,3,2,PORTLAND SOUTHEAST,2184,6969,1955,122,224,0,45.4696261,-122.6216552
February-28-2020,7715 SE 31st Ave,97202,612500,4,1.5,EASTMORELAND,2184,7405,1924,174,280,0,45.4684691,-122.6317454
June-26-2020,8134 SE 15th Ave,97202,612500,3,1.5,SELLWOOD,2185,4791,1905,55,280,0,45.4637618,-122.6507384
July-30-2020,815 SE 71st Ave,97215,580000,4,2,TABOR,2186,4356,1962,21,265,0,45.5171613,-122.5899585
August-14-2020,6036 NE 36th Ave,97211,535000,4,2,TRAUTMANS,2186,4791,1953,6,245,0,45.5669834,-122.6262866
March-13-2020,9303 N Exeter Ave,97203,530000,4,3,PORTSMOUTH,2188,4791,1943,160,242,0,45.5898357,-122.7223721
April-30-2020,5636 SE Ogden St,97206,434500,4,2,WOODSTOCK,2188,7405,1925,112,199,0,45.4709614,-122.6050378
July-27-2020,5115 SW 19th Dr,97239,620000,4,2.5,RALEIGH HILLS,2189,7840,1954,24,283,0,45.4858944,-122.6982974
June-18-2020,6940 N Central St,97203,410000,3,2.5,ST CLOUD HEIGHTS ADD,2190,5227,1919,63,187,0,45.5882404,-122.7387424
March-2-2020,2835 NE 67th Ave,97213,420000,3,1,ROSE CITY,2190,4791,1922,171,192,0,45.543373,-122.5945809
February-25-2020,1535 NE 51st Ave,97213,631500,3,2,ROSE CITY,2190,4791,1927,177,288,0,45.5342904,-122.6111633
May-19-2020,5605 SE Steele St,97206,655000,4,2.5,WOODSTOCK,2191,4356,2018,93,299,0,45.484777,-122.6054846
July-16-2020,734 SW Cheltenham St,97239,567000,3,2.5,HILLSDALE,2192,9583,1980,35,259,0,45.4808555,-122.6868661
July-30-2020,925 SE Grant St,97214,617000,3,2,PORTLAND SOUTHEAST,2192,4791,1930,21,281,0,45.507392,-122.6561398
June-25-2020,7004 SE Mitchell St,97206,544000,4,2,FOSTER,2192,6534,1910,56,248,0,45.4853625,-122.591055
July-27-2020,3205 NE 75th Ave,97213,557500,5,2,ROSEWAY,2194,4791,1929,24,254,0,45.5455335,-122.5861488
May-27-2020,7114 SE 31st Ave,97202,612000,3,3,EASTMORELAND,2198,5227,1977,85,278,0,45.4726456,-122.6311663
July-2-2020,6056 SE Knapp St,97206,525000,4,2.5,BRENTWOOD,2198,4356,2015,49,239,0,45.4698341,-122.6009605
May-11-2020,7008 N Richards St,97203,545000,3,2.5,ST JOHNS,2199,3920,2016,101,248,0,45.5988614,-122.7350368
May-22-2020,1722 NE 47th Ave,97213,405000,3,1,HOLLYWOOD,2199,4791,1925,90,184,0,45.5355471,-122.6146853
May-21-2020,802 SW Terwilliger Pl,97239,575000,3,2,HILLSDALE,2199,6969,1991,91,261,0,45.4788242,-122.6863498
May-8-2020,5707 N Bowdoin St,97203,520000,3,1.5,PORTLAND NORTH,2200,7405,1907,104,236,0,45.5830245,-122.7275546
July-21-2020,8000 N Newman Ave,97203,526000,3,2.5,PORTLAND NORTH,2200,3920,2014,30,239,0,45.5816158,-122.7151501
August-11-2020,10940 SE Cherry Blossom Dr,97216,417400,3,2,VERMADA PK,2200,7840,1961,9,190,0,45.5132656,-122.5507251
July-14-2020,2315 N Wygant St,97217,485000,3,1,OVERLOOK,2200,4791,1927,37,220,0,45.5578268,-122.6912215
May-26-2020,2624 SE Clinton St,97202,646000,3,2.5,PORTLAND SOUTHEAST,2200,4791,1904,86,294,0,45.5033717,-122.6390997
April-22-2020,4022 SE Knapp St,97202,649900,3,2.5,EASTMORELAND,2201,4791,1908,120,295,0,45.4703649,-122.6213981
February-28-2020,2526 NE 62nd Ave,97213,655000,3,2,ROSE CITY,2202,4791,1920,174,297,0,45.5414152,-122.5991626
May-28-2020,5015 SE 60th Ave,97206,500000,3,2,WOODSTOCK,2202,6534,1947,84,227,0,45.4863633,-122.601534
July-24-2020,2225 NE Ridgewood Dr,97212,775000,3,2,ALAMEDA,2203,5662,1929,27,352,0,45.551243,-122.6424445
March-5-2020,3605 SE 11th Ave,97202,560000,4,2,PORTLAND SOUTHEAST,2203,5227,1910,168,254,0,45.4967433,-122.6550502
June-18-2020,11414 SE Yamhill St,97216,454900,3,3,MILL PARK,2204,9583,1961,63,206,0,45.5159838,-122.545423
April-10-2020,7124 N Montana Ave,97217,525000,4,2,PORTLAND NORTH,2205,5662,1940,132,238,0,45.5748278,-122.6795195
July-10-2020,6315 NE 25th Ave,97211,645000,3,3,CONCORDIA,2205,5662,1945,41,293,0,45.5685265,-122.6406092
March-16-2020,6330 N Willamette Blvd,97203,657500,3,2,PORTSMOUTH,2206,6969,1956,157,298,0,45.5792497,-122.7357147
June-26-2020,71 NE Alberta St,97211,493000,3,1,WALNUT PARK,2206,1306,1914,55,223,0,45.5592831,-122.6652583
April-10-2020,2821 NE Hoyt St,97232,575000,2,2,KERNS,2207,4791,1900,132,261,0,45.5274071,-122.636654
July-16-2020,10046 N Oswego Ave,97203,402500,3,1,PORTLAND NORTH,2208,4791,1912,35,182,0,45.5978967,-122.7448313
April-8-2020,6815 N Portsmouth Ave,97203,600000,4,2.5,PORTSMOUTH,2210,4356,2019,134,271,0,45.5771414,-122.728468
August-13-2020,3620 SE Francis St,97202,620500,3,1.5,CRESTON,2210,4791,1910,7,281,0,45.4945869,-122.6261652
June-16-2020,1129 SE 34th Ave,97214,625000,3,1.5,SUNNYSIDE,2211,3484,1903,65,283,0,45.5145253,-122.6297924
August-7-2020,9817 N Edison St,97203,639950,4,2.5,CATHEDRAL PARK,2212,4356,2020,13,289,0,45.5960157,-122.7649445
March-27-2020,4125 SE 54th Ave,97206,540000,4,3,CRESTON,2212,4791,1900,146,244,0,45.4926421,-122.6074441
July-24-2020,2821 SE Schiller St,97202,599500,4,3.5,REED,2212,2178,2015,27,271,0,45.4883076,-122.6371557
March-6-2020,7325 SE 22nd Ave,97202,560000,3,2,PORTLAND SOUTHEAST,2213,4791,1926,167,253,0,45.4718542,-122.6427716
June-16-2020,2853 SE 49th Ave,97206,715000,5,3,PORTLAND SOUTHEAST,2217,4791,1940,65,323,0,45.5016848,-122.6122904
July-7-2020,7245 N Lancaster Ave,97217,579000,4,2.5,ARBOR LODGE,2217,3484,2012,44,261,0,45.5758998,-122.6884378
July-14-2020,2770 SW Fairview Blvd,97205,780000,3,2.5,ARLINGTON HEIGHTS,2218,4791,1924,37,352,0,45.5197817,-122.709792
March-31-2020,9043 N Portsmouth Ave,97203,445000,3,2,PORTLAND NORTH,2220,5227,1907,142,200,0,45.5886734,-122.721376
July-30-2020,1104 NE 53rd Ave,97213,650000,3,3,ROSE CITY,2220,4791,1928,21,293,0,45.5306169,-122.6085171
April-22-2020,3740 SE 69th Ave,97206,625000,4,2.5,FOSTER,2220,3920,2016,120,282,0,45.4950512,-122.5920223
August-3-2020,3289 NE Klickitat St,97212,583000,3,2,PORTLAND NORTHEAST,2221,4791,1939,17,262,0,45.5469558,-122.6309235
August-13-2020,4657 NE Cully Blvd,97218,447000,3,2.5,CULLY,2222,7405,2020,7,201,0,45.5574257,-122.5996397
August-14-2020,9125 N Portsmouth Ave,97203,475000,3,2,PORTSMOUTH,2224,6969,1951,6,214,0,45.5890941,-122.7213478
June-4-2020,6523 SE Clinton St,97206,440000,2,2,SOUTH TABOR,2224,5662,1964,77,198,0,45.5034174,-122.5959573
February-24-2020,1309 NE Failing St,97212,575000,2,1,NORTH IRVINGTON,2224,4791,1908,178,259,0,45.5509059,-122.6525264
August-18-2020,4750 SE Cesar E Chavez Blvd,97202,402500,2,2.5,REED,2224,5227,1923,2,181,0,45.4884225,-122.6225915
May-29-2020,3003 NE 33rd Ave,97212,610000,4,2,GRANT PARK,2226,4791,1926,83,274,0,45.544508,-122.6309618
June-30-2020,1710 SE 42nd Ave,97215,600000,4,2,HAWTHORNE,2227,4791,1931,51,269,0,45.5105994,-122.6189562
June-30-2020,7924 N Brandon Ave,97217,538000,2,3,KENTON,2227,3484,1927,51,242,0,45.5806433,-122.6888128
July-2-2020,6840 N Olin Ave,97203,518325,3,2,PORTSMOUTH,2228,4791,1944,49,233,0,45.5745279,-122.7200458
June-12-2020,805 NE 29th Ave,97232,580000,4,3,PORTLAND NORTHEAST,2228,2613,1925,69,260,0,45.5287801,-122.6360558
March-31-2020,4321 SE Flavel St,97206,571000,3,1.5,WOODSTOCK,2228,6098,1955,142,256,0,45.4689275,-122.6166565
March-26-2020,3934 NE 78th Ave,97213,523000,3,1,ROSEWAY,2230,4791,1928,147,235,0,45.5515933,-122.5824892
March-24-2020,9131 SE Stephens St,97216,397300,4,1,PORTLAND SOUTHEAST,2233,6098,1953,149,178,0,45.5095297,-122.5693732
February-25-2020,3135 NE 61st Ave,97213,552000,4,2,PORTLAND NORTHEAST,2236,4791,1982,177,247,0,45.5458026,-122.600736
April-20-2020,5030 SE Bush St,97206,370000,3,1,FOSTER,2236,3484,1928,122,165,0,45.4952943,-122.610608
March-6-2020,4145 SE Lambert St,97202,565000,5,2,WOODSTOCK,2236,5662,1951,167,253,0,45.467241,-122.6198756
June-18-2020,9334 N Burr Ave,97203,250000,4,1,ST JOHNS,2238,4791,1910,63,112,0,45.5927103,-122.7388004
July-23-2020,6533 SE 70th Ave,97206,419900,3,1,BRENTWOOD,2238,6534,1923,28,188,0,45.4753246,-122.5915184
May-13-2020,6821 NW Saint Helens Rd,97210,325000,3,2,LINNTON,2240,12632,1945,99,145,0,45.570948,-122.756162
May-20-2020,6526 NE Rodney Ave,97211,605000,3,1.5,PORTLAND NORTHEAST,2240,4791,1911,92,270,0,45.570462,-122.6641011
July-30-2020,3925 SE Lexington St,97202,649000,3,2,EASTMORELAND,2241,9147,1951,21,290,0,45.4665534,-122.6218964
March-2-2020,408 NE 76th Ave,97213,545000,4,2,MT TABOR,2242,4791,1906,171,243,0,45.525654,-122.5844605
March-30-2020,7805 N Haven Ave,97203,504000,3,1,PORTSMOUTH,2246,5662,1910,143,224,0,45.5821967,-122.7192379
June-25-2020,4357 NE 34th Ave,97211,750000,4,3,BEAUMONT,2246,2613,2020,56,334,0,45.5544099,-122.629969
July-7-2020,4039 NE 75th Ave,97213,490000,3,1,PORTLAND NORTHEAST,2247,5227,1928,44,218,0,45.5522824,-122.5859919
March-19-2020,2506 NE 60th Ave,97213,460000,3,1,ROSE CITY,2248,4791,1924,154,205,0,45.541131,-122.6012084
March-10-2020,727 SE 48th Ave,97215,610000,3,3,BELMONT,2248,3484,1910,163,271,0,45.5173802,-122.613681
March-31-2020,3435 NE Clackamas St,97232,550000,3,1,PORTLAND NORTHEAST,2250,4791,1925,142,244,0,45.5332731,-122.6288557
August-13-2020,1734 SW Vista Ave,97201,925120,4,3.5,RALEIGH HILLS,2250,5662,1980,7,411,0,45.5156346,-122.6965887
June-12-2020,9816 N Ivanhoe St,97203,548000,4,3,CATHEDRAL PARK,2251,4791,1908,69,243,0,45.5968599,-122.7627846
