SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-21-2020,Single Family Residential,802 SW Terwilliger Pl,Portland,OR,97239,575000,3,2.0,HILLSDALE/BURLINGAME,2199,6969,1991,91,261,,Sold,,,http://www.redfin.com/OR/Portland/802-SW-Terwilliger-Pl-97239/home/26508342,RMLS,20023150,N,Y,45.4788242,-122.6863498
PAST SALE,March-6-2020,Single Family Residential,7010 SW Brier Pl,Portland,OR,97219,545000,5,2.0,"Portland West, Raleigh Hills",2866,6098,1890,167,190,,Sold,,,http://www.redfin.com/OR/Portland/7010-SW-Brier-Pl-97219/home/25754888,RMLS,19163344,N,Y,45.4734586,-122.6787555
PAST SALE,June-2-2020,Single Family Residential,3218 S Water Ave,Portland,OR,97239,408700,4,1.0,"Portland West, Raleigh Hills",1542,3484,1910,79,265,,Sold,,,http://www.redfin.com/OR/Portland/3218-S-Water-Ave-97239/home/25769342,RMLS,20487614,N,Y,45.4997787,-122.676592
PAST SALE,June-25-2020,Single Family Residential,4925 SW 19th Dr,Portland,OR,97239,710000,3,2.5,Hillsdale,2730,8712,1952,56,260,,Sold,,,http://www.redfin.com/OR/Portland/4925-SW-19th-Dr-97239/home/26503519,RMLS,20118898,N,Y,45.4871679,-122.7002164
PAST SALE,July-24-2020,Single Family Residential,5900 SW Ralston Dr,Portland,OR,97239,550000,4,2.0,FULTON PARK,2080,9583,1953,27,264,,Sold,,,http://www.redfin.com/OR/Portland/5900-SW-Ralston-Dr-97239/home/25778555,RMLS,20205221,N,Y,45.4807286,-122.6815648
PAST SALE,March-6-2020,Single Family Residential,4522 SW Council Crest Dr,Portland,OR,97239,1050000,5,3.5,COUNCIL CREST,4645,6969,2012,167,226,,Sold,,,http://www.redfin.com/OR/Portland/4522-SW-Council-Crest-Dr-97239/home/25738459,RMLS,19031523,N,Y,45.4902595,-122.6966221
PAST SALE,June-26-2020,Single Family Residential,14 SW Whitaker St,Portland,OR,97239,485000,3,1.5,LAIR HILL,2055,1306,1892,55,236,,Sold,,,http://www.redfin.com/OR/Portland/14-S-Whitaker-St-97239/home/26549714,RMLS,20074267,N,Y,45.4985317,-122.6782709
PAST SALE,April-17-2020,Single Family Residential,3228 SW 13th Ave,Portland,OR,97239,475000,3,1.0,MARQUAM HILL,1125,5227,1952,125,422,,Sold,,,http://www.redfin.com/OR/Portland/3228-SW-13th-Ave-97239/home/26371128,RMLS,20481375,N,Y,45.4994394,-122.6928908
PAST SALE,April-16-2020,Single Family Residential,3510 SW Sherwood Pl,Portland,OR,97239,1350000,4,3.5,WEST HILLS,4383,44866,1962,126,308,,Sold,,,http://www.redfin.com/OR/Portland/3510-SW-Sherwood-Pl-97239/home/25864422,RMLS,20133924,N,Y,45.4976343,-122.6985161
PAST SALE,,Single Family Residential,3404 S Water Ave,Portland,OR,97239,640000,1,1.5,,1472,2500,1892,,435,,,,,http://www.redfin.com/OR/Portland/3404-S-Water-Ave-97239/home/26297253,,,N,Y,45.4985512,-122.6765768
PAST SALE,May-28-2020,Single Family Residential,917 SW Chestnut St,Portland,OR,97219,842500,5,3.5,BURLINGAME,3836,19166,1941,84,220,,Sold,,,http://www.redfin.com/OR/Portland/917-SW-Chestnut-St-97219/home/26359040,RMLS,20243788,N,Y,45.4757647,-122.6879509
PAST SALE,March-12-2020,Single Family Residential,3139 SW Mitchell Ct,Portland,OR,97239,762000,4,3.0,Hillsdale ( Fabulous ),3296,10454,1965,161,231,,Sold,,,http://www.redfin.com/OR/Portland/3139-SW-Mitchell-Ct-97239/home/26583286,RMLS,20361915,N,Y,45.4866111,-122.7091809
PAST SALE,April-16-2020,Single Family Residential,3008 SW Sunset Blvd,Portland,OR,97239,555000,2,2.0,HILLSDALE,2088,7840,1941,126,266,,Sold,,,http://www.redfin.com/OR/Portland/3008-SW-Sunset-Blvd-97239/home/26603767,RMLS,20230526,N,Y,45.4885384,-122.7080397
PAST SALE,April-3-2020,Single Family Residential,3640 SW Dosch Rd,Portland,OR,97239,1461000,6,4.5,Hillsdale/West Hills,5897,45302,1926,139,248,,Sold,,,http://www.redfin.com/OR/Portland/3640-SW-Dosch-Rd-97239/home/25839829,RMLS,20019976,N,Y,45.4972892,-122.7109824
PAST SALE,April-29-2020,Single Family Residential,3110 SW Idaho St,Portland,OR,97239,530000,3,2.0,HAYHURST,2052,8276,1955,113,258,,Sold,,,http://www.redfin.com/OR/Portland/3110-S-Idaho-St-97239/home/26461721,RMLS,20520746,N,Y,45.4766529,-122.708727
PAST SALE,June-12-2020,Single Family Residential,6124 SW 32nd Ave,Portland,OR,97239,394000,3,1.0,MULTNOMAH VILLAGE - HILLSDALE,1013,4791,1925,69,389,,Sold,,,http://www.redfin.com/OR/Portland/6124-SW-32nd-Ave-97239/home/25858223,RMLS,20127821,N,Y,45.4792749,-122.709259
PAST SALE,June-11-2020,Single Family Residential,4131 SW Hillsdale Ave,Portland,OR,97239,1100000,4,3.0,COUNCIL CREST,3616,15681,1952,70,304,,Sold,,,http://www.redfin.com/OR/Portland/4131-SW-Hillsdale-Ave-97239/home/26596957,RMLS,20215691,N,Y,45.4934575,-122.7030815
PAST SALE,May-13-2020,Single Family Residential,6480 SW Burlingame Pl,Portland,OR,97239,605000,5,2.0,Hillsdale,2436,8276,1947,99,248,,Sold,,,http://www.redfin.com/OR/Portland/6480-SW-Burlingame-Pl-97239/home/26489794,RMLS,20572788,N,Y,45.4769937,-122.6865517
PAST SALE,June-2-2020,Single Family Residential,4141 SW Condor Ave,Portland,OR,97239,895000,4,3.5,HOMESTEAD/MARQUAM HILL,3103,6534,1914,79,288,,Sold,,,http://www.redfin.com/OR/Portland/4141-SW-Condor-Ave-97239/home/25811025,RMLS,20304947,N,Y,45.4932067,-122.6796972
PAST SALE,February-26-2020,Single Family Residential,5677 SW Menefee Dr,Portland,OR,97239,1652000,4,4.5,"Portland West, Raleigh Hills",5327,7840,2019,176,310,,Sold,,,http://www.redfin.com/OR/Portland/5677-SW-Menefee-Dr-97239/unit-902/home/49697757,RMLS,19336036,N,Y,45.4823285,-122.684987
PAST SALE,May-4-2020,Single Family Residential,5921 SW Ralston Dr,Portland,OR,97239,630000,3,3.0,Hillsdale,2569,6534,1957,108,245,,Sold,,,http://www.redfin.com/OR/Portland/5921-SW-Ralston-Dr-97239/home/26471439,RMLS,20631842,N,Y,45.4805644,-122.6822045
PAST SALE,June-30-2020,Single Family Residential,4927 S Corbett Ave,Portland,OR,97239,475000,4,2.0,"Portland West, Raleigh Hills",2508,4791,1907,51,189,,Sold,,,http://www.redfin.com/OR/Portland/4927-S-Corbett-Ave-97239/home/26546404,RMLS,20258357,N,Y,45.4876124,-122.6770026
PAST SALE,July-29-2020,Single Family Residential,215 SW Gibbs St,Portland,OR,97239,550000,3,3.0,Lair Hill,2341,1742,1910,22,235,,Sold,,,http://www.redfin.com/OR/Portland/215-S-Gibbs-St-97239/home/26296177,RMLS,20417622,N,Y,45.499509,-122.675397
