SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-30-2020,Single Family Residential,1804 SE 43rd Ave,Portland,OR,97215,450000,3,1.0,HAWTHORNE,1220,4356,1968,21,369,,Sold,,,http://www.redfin.com/OR/Portland/1804-SE-43rd-Ave-97215/home/26603315,RMLS,20301547,N,Y,45.5102078,-122.6177605
PAST SALE,June-25-2020,Single Family Residential,7655 SE Lincoln St,Portland,OR,97215,497500,2,1.0,TABOR,1396,5662,1940,56,356,,Sold,,,http://www.redfin.com/OR/Portland/7655-SE-Lincoln-St-97215/home/26330879,RMLS,20646562,N,Y,45.5080605,-122.5841273
PAST SALE,August-11-2020,Single Family Residential,6705 SE Ash Pl,Portland,OR,97215,968000,5,3.5,MT. TABOR,3854,16988,1982,9,251,,Sold,,,http://www.redfin.com/OR/Portland/6705-SE-Ash-Pl-97215/home/26437691,RMLS,20519307,N,Y,45.5219237,-122.5945265
PAST SALE,July-24-2020,Single Family Residential,34 SE 78th Ave,Portland,OR,97035,410000,2,1.0,MONTAVILLA / MT TABOR,1410,4791,1907,27,291,,Sold,,,http://www.redfin.com/OR/Portland/34-SE-78th-Ave-97215/home/26556386,RMLS,20563441,N,Y,45.5222644,-122.5832427
PAST SALE,,Single Family Residential,4205 SE Harrison St,Portland,OR,97215,560000,3,1.0,,1560,3250,1914,,359,,,,,http://www.redfin.com/OR/Portland/4205-SE-Harrison-St-97215/home/26481024,,,N,Y,45.5089516,-122.6189717
PAST SALE,July-10-2020,Single Family Residential,1826 SE 47th Ave,Portland,OR,97215,710000,3,3.0,RICHMOND,2989,3049,1913,41,238,,Sold,,,http://www.redfin.com/OR/Portland/1826-SE-47th-Ave-97215/home/25801264,RMLS,20652403,N,Y,45.5096447,-122.6138206
PAST SALE,July-31-2020,Single Family Residential,2129 SE 51st Ave,Portland,OR,97215,999990,4,3.5,MT TABOR,3240,7405,1925,20,309,,Sold,,,http://www.redfin.com/OR/Portland/2129-SE-51st-Ave-97215/home/26510282,RMLS,20452694,N,Y,45.5076102,-122.6104553
PAST SALE,May-26-2020,Single Family Residential,1709 SE 44th Ave,Portland,OR,97215,672500,3,2.0,RICHMOND / HAWTHORNE,2052,4791,1923,86,328,,Sold,,,http://www.redfin.com/OR/Portland/1709-SE-44th-Ave-97215/home/26549472,RMLS,20518622,N,Y,45.5105874,-122.6174532
PAST SALE,April-20-2020,Single Family Residential,6411 SE Morrison Ct,Portland,OR,97215,650000,2,1.0,MT. TABOR,2280,13068,1924,122,285,,Sold,,,http://www.redfin.com/OR/Portland/6411-SE-Morrison-Ct-97215/home/26424465,RMLS,20486933,N,Y,45.5180547,-122.5978283
PAST SALE,March-13-2020,Single Family Residential,4821 SE Grant St,Portland,OR,97215,449900,2,1.0,Portland Southeast,1512,6534,1922,160,298,,Sold,,,http://www.redfin.com/OR/Portland/4821-SE-Grant-St-97215/home/26304910,RMLS,20603964,N,Y,45.5075751,-122.6127476
