SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-10-2020,Single Family Residential,3610 NE Glisan St,Portland,OR,97232,850000,3,2.5,LAURELHURST,3150,4356,1912,132,270,,Sold,,,http://www.redfin.com/OR/Portland/3610-NE-Glisan-St-97232/home/26315537,RMLS,20293822,N,Y,45.5262621,-122.6267526
PAST SALE,March-16-2020,Single Family Residential,2732 NE Wasco St,Portland,OR,97232,525000,3,1.5,Portland Northeast,1564,3484,1989,157,336,,Sold,,,http://www.redfin.com/OR/Portland/2732-NE-Wasco-St-97232/home/26524188,RMLS,20245311,N,Y,45.5319303,-122.6374153
PAST SALE,July-2-2020,Single Family Residential,3143 NE Oregon St,Portland,OR,97232,630000,3,2.0,LAURELHURST,1481,4791,1977,49,425,,Sold,,,http://www.redfin.com/OR/Portland/3143-NE-Oregon-St-97232/home/26621146,RMLS,20460076,N,Y,45.5288164,-122.6318668
PAST SALE,June-12-2020,Single Family Residential,805 NE 29th Ave,Portland,OR,97232,580000,4,3.0,Portland Northeast,2228,2613,1925,69,260,,Sold,,,http://www.redfin.com/OR/Portland/805-NE-29th-Ave-97232/home/25834778,RMLS,20629965,N,Y,45.5287801,-122.6360558
PAST SALE,,Single Family Residential,3632 NE Multnomah St,Portland,OR,97232,768950,4,1.5,,2316,5000,1924,,332,,,,,http://www.redfin.com/OR/Portland/3632-NE-Multnomah-St-97232/home/25759184,,,N,Y,45.5312831,-122.6253151
PAST SALE,May-15-2020,Single Family Residential,3026 NE Oregon St,Portland,OR,97232,630000,3,2.0,Laurelhurst/Kerns,2376,4791,1927,97,265,,Sold,,,http://www.redfin.com/OR/Portland/3026-NE-Oregon-St-97232/home/26514095,RMLS,20440392,N,Y,45.528428,-122.6338503
PAST SALE,April-10-2020,Single Family Residential,912 NE Hazelfern Pl,Portland,OR,97232,885000,4,3.0,LAURELHURST,3137,4791,1934,132,282,,Sold,,,http://www.redfin.com/OR/Portland/912-NE-Hazelfern-Pl-97232/home/26315634,RMLS,20516967,N,Y,45.5294758,-122.6250562
PAST SALE,June-26-2020,Single Family Residential,3701 NE Davis St,Portland,OR,97232,814000,3,2.5,LAURELHURST,3099,4791,1913,55,263,,Sold,,,http://www.redfin.com/OR/Portland/3701-NE-Davis-St-97232/home/25752465,RMLS,20439120,N,Y,45.525035,-122.6253229
PAST SALE,July-17-2020,Single Family Residential,235 NE 30th Ave,Portland,OR,97232,710000,3,3.0,KERNS,1749,2613,1905,34,406,,Sold,,,http://www.redfin.com/OR/Portland/235-NE-30th-Ave-97232/home/25827852,RMLS,20247653,N,Y,45.5249028,-122.634722
PAST SALE,July-9-2020,Single Family Residential,2003 NE Weidler St,Portland,OR,97232,792000,4,3.0,Portland Northeast,2798,3484,1895,42,283,,Sold,,,http://www.redfin.com/OR/Portland/2003-NE-Weidler-St-97232/home/26399283,RMLS,20261144,N,Y,45.5345205,-122.6456265
PAST SALE,July-15-2020,Single Family Residential,3935 NE Flanders St,Portland,OR,97232,684000,3,3.0,LAURELHURST,2604,4356,1938,36,263,,Sold,,,http://www.redfin.com/OR/Portland/3935-NE-Flanders-St-97232/home/26588843,RMLS,20498293,N,Y,45.5258836,-122.6221577
PAST SALE,April-24-2020,Single Family Residential,4132 NE Royal Ct,Portland,OR,97232,925000,6,4.0,LAURELHURST,3730,5227,1923,118,248,,Sold,,,http://www.redfin.com/OR/Portland/4132-NE-Royal-Ct-97232/home/25767409,RMLS,20491887,N,Y,45.5285504,-122.6201152
PAST SALE,June-30-2020,Single Family Residential,4011 NE Hoyt St,Portland,OR,97232,893888,3,3.0,LAURELHURST,2872,5662,1928,51,311,,Sold,,,http://www.redfin.com/OR/Portland/4011-NE-Hoyt-St-97232/home/26363365,RMLS,20090556,N,Y,45.5273923,-122.6216798
PAST SALE,June-24-2020,Single Family Residential,535 NE Laurelhurst Pl,Portland,OR,97232,1200000,5,2.5,LAURELHURST,4002,5227,1911,57,300,,Sold,,,http://www.redfin.com/OR/Portland/535-NE-Laurelhurst-Pl-97232/home/26590050,RMLS,20374942,N,Y,45.5270581,-122.6273467
PAST SALE,July-10-2020,Single Family Residential,535 NE Laddington Ct,Portland,OR,97232,650000,5,2.0,Portland Northeast,3035,5662,1925,41,214,,Sold,,,http://www.redfin.com/OR/Portland/535-NE-Laddington-Ct-97232/home/26411252,RMLS,20149629,N,Y,45.5271066,-122.6251409
PAST SALE,May-15-2020,Single Family Residential,2624 NE Clackamas St,Portland,OR,97232,663000,3,3.0,SULLIVAN'S GULCH,2818,4791,1928,97,235,,Sold,,,http://www.redfin.com/OR/Portland/2624-NE-Clackamas-St-97232/home/25750009,RMLS,20621849,N,Y,45.5326689,-122.6385741
PAST SALE,April-24-2020,Single Family Residential,2629 NE Flanders St,Portland,OR,97232,475000,2,1.0,KERNS,2056,3049,1909,118,231,,Sold,,,http://www.redfin.com/OR/Portland/2629-NE-Flanders-St-97232/home/26490698,RMLS,19478554,N,Y,45.5259261,-122.6385846
PAST SALE,May-15-2020,Single Family Residential,3214 NE Hoyt St,Portland,OR,97232,836000,3,3.0,LAURELHURST,2986,4791,1924,97,280,,Sold,,,http://www.redfin.com/OR/Portland/3214-NE-Hoyt-St-97232/home/26411280,RMLS,20252539,N,Y,45.5269924,-122.6311786
PAST SALE,,Single Family Residential,1433 NE 35th Ave,Portland,OR,97232,264000,2,1.0,,810,5088,1925,,326,,,,,http://www.redfin.com/OR/Portland/1433-NE-35th-Ave-97232/home/26471803,,,N,Y,45.533625,-122.6285267
